HASH,HASH_W_LEADING_ZEROS,API_NAME
0x7f774081,0x7f774081,?CheckQPC@TimeStampValue@mozilla@@ABE_KABV12@@Z
0x1fb480c7,0x1fb480c7,?CheckQPC@TimeStampValue@mozilla@@AEBA_KAEBV12@@Z
0x93572515,0x93572515,?CleanupProcessRuntime@mozilla@@YAXXZ
0x6596a80a,0x6596a80a,?ComputeProcessUptime@TimeStamp@mozilla@@CA_KXZ
0xdc7f7f50,0xdc7f7f50,?ConsumePreXULSkeletonUIHandle@mozilla@@YAPAUHWND__@@XZ
0x96bd6a35,0x96bd6a35,?ConsumePreXULSkeletonUIHandle@mozilla@@YAPEAUHWND__@@XZ
0xfd2e0713,0xfd2e0713,?ContinueCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QAE?AV?$Result@V?$Span@$$CBD$0PPPPPPPP@@mozilla@@I@3@V?$Span@$$CBD$0PPPPPPPP@@3@@Z
0xb60080d3,0xb60080d3,?ContinueCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QEAA?AV?$Result@V?$Span@$$CBD$0?0@mozilla@@_K@3@V?$Span@$$CBD$0?0@3@@Z
0x70518938,0x70518938,?CreateAndStorePreXULSkeletonUI@mozilla@@YAXPAUHINSTANCE__@@HPAPAD@Z
0x50453487,0x50453487,?CreateAndStorePreXULSkeletonUI@mozilla@@YAXPEAUHINSTANCE__@@HPEAPEAD@Z
0x90fe1af0,0x90fe1af0,?CreateDecimalRepresentation@DoubleToStringConverter@double_conversion@@ABEXPBDHHHPAVStringBuilder@2@@Z
0x88296e5b,0x88296e5b,?CreateDecimalRepresentation@DoubleToStringConverter@double_conversion@@AEBAXPEBDHHHPEAVStringBuilder@2@@Z
0x9602e420,0x9602e420,?CreateExponentialRepresentation@DoubleToStringConverter@double_conversion@@ABEXPBDHHPAVStringBuilder@2@@Z
0xb64cd2cb,0xb64cd2cb,?CreateExponentialRepresentation@DoubleToStringConverter@double_conversion@@AEBAXPEBDHHPEAVStringBuilder@2@@Z
0x2677d4ee,0x2677d4ee,?Decompress@LZ4FrameDecompressionContext@Compression@mozilla@@QAE?AV?$Result@ULZ4FrameDecompressionResult@Compression@mozilla@@I@3@V?$Span@D$0PPPPPPPP@@3@V?$Span@$$CBD$0PPPPPPPP@@3@@Z
0xcf7f4d6e,0xcf7f4d6e,?Decompress@LZ4FrameDecompressionContext@Compression@mozilla@@QEAA?AV?$Result@ULZ4FrameDecompressionResult@Compression@mozilla@@_K@3@V?$Span@D$0?0@3@V?$Span@$$CBD$0?0@3@@Z
0x5cbf1ad4,0x5cbf1ad4,?DeserializerForTag@Streaming@base_profiler_markers_detail@mozilla@@SAP6AXAAVProfileBufferEntryReader@3@AAVSpliceableJSONWriter@baseprofiler@3@@ZE@Z
0x425a471e,0x425a471e,?DeserializerForTag@Streaming@base_profiler_markers_detail@mozilla@@SAP6AXAEAVProfileBufferEntryReader@3@AEAVSpliceableJSONWriter@baseprofiler@3@@ZE@Z
0x8beb9e6b,0x8beb9e6b,?DllBlocklist_CheckStatus@@YA_NXZ
0x772d41b7,0x772d41b7,?DllBlocklist_Initialize@@YAXI@Z
0x90705e44,0x90705e44,?DllBlocklist_SetBasicDllServices@@YAXPAVDllServicesBase@detail@glue@mozilla@@@Z
0xe2309c29,0xe2309c29,?DllBlocklist_SetBasicDllServices@@YAXPEAVDllServicesBase@detail@glue@mozilla@@@Z
0x337cc375,0x337cc375,?DllBlocklist_SetFullDllServices@@YAXPAVDllServicesBase@detail@glue@mozilla@@@Z
0xe6c9a77a,0xe6c9a77a,?DllBlocklist_SetFullDllServices@@YAXPEAVDllServicesBase@detail@glue@mozilla@@@Z
0x1cd1d8a4,0x1cd1d8a4,?DllBlocklist_WriteNotes@@YAXAAVAnnotationWriter@CrashReporter@@@Z
0x2b554249,0x2b554249,?DllBlocklist_WriteNotes@@YAXAEAVAnnotationWriter@CrashReporter@@@Z
0xd8b11380,0xd8b11380,?DoubleToAscii@DoubleToStringConverter@double_conversion@@SAXNW4DtoaMode@12@HPADHPA_NPAH3@Z
0x53907baf,0x53907baf,?DoubleToAscii@DoubleToStringConverter@double_conversion@@SAXNW4DtoaMode@12@HPEADHPEA_NPEAH3@Z
0x620c3fc0,0x620c3fc0,?EcmaScriptConverter@DoubleToStringConverter@double_conversion@@SAABV12@XZ
0xbb01aac5,0xbb01aac5,?EcmaScriptConverter@DoubleToStringConverter@double_conversion@@SAAEBV12@XZ
0xbc57b0ba,0xbc57b0ba,?EndCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QAE?AV?$Result@V?$Span@$$CBD$0PPPPPPPP@@mozilla@@I@3@XZ
0xb09ceb0b,0xb09ceb0b,?EndCompressing@LZ4FrameCompressionContext@Compression@mozilla@@QEAA?AV?$Result@V?$Span@$$CBD$0?0@mozilla@@_K@3@XZ
0xbca97aca,0xbca97aca,?EndProcessRuntimeInit@detail@mscom@mozilla@@YAXXZ
0xc4fcfbc8,0xc4fcfbc8,?EnsureBufferForMainThreadAddMarker@base_profiler_markers_detail@mozilla@@YAXXZ
0xad4a2b52,0xad4a2b52,?ExtractBaseProfilerChunkManager@detail@baseprofiler@mozilla@@YA?AV?$UniquePtr@VProfileBufferChunkManagerWithLocalLimit@mozilla@@V?$DefaultDelete@VProfileBufferChunkManagerWithLocalLimit@mozilla@@@2@@3@XZ
0xfd024c03,0xfd024c03,?FilterHasPid@detail@profiler@mozilla@@YA_NPBDVBaseProfilerProcessId@baseprofiler@3@@Z
0xf86ca5f7,0xf86ca5f7,?FiltersExcludePid@detail@profiler@mozilla@@YA_NV?$Span@QBD$0PPPPPPPP@@3@VBaseProfilerProcessId@baseprofiler@3@@Z
0x4c0917f5,0x4c0917f5,?FirstTimeStamp@TimeStamp@mozilla@@SA?AV12@XZ
