HASH,HASH_W_LEADING_ZEROS,API_NAME
0xea6e4760,0xea6e4760,??HAwakeTimeStamp@mozilla@@QBE?AV01@ABVAwakeTimeDuration@1@@Z
0x1fdbdd9,0x01fdbdd9,??HDecimal@blink@@QBE?AV01@ABV01@@Z
0x6c5f7014,0x6c5f7014,??HDecimal@blink@@QEBA?AV01@AEBV01@@Z
0xf8fd794c,0xf8fd794c,??KDecimal@blink@@QBE?AV01@ABV01@@Z
0x3a3eb7b,0x03a3eb7b,??KDecimal@blink@@QEBA?AV01@AEBV01@@Z
0x976e649,0x0976e649,??MAwakeTimeDuration@mozilla@@QBE_NABV01@@Z
0x599af540,0x599af540,??MAwakeTimeStamp@mozilla@@QBE_NABV01@@Z
0xf0f6c09c,0xf0f6c09c,??MDecimal@blink@@QBE_NABV01@@Z
0x9210f697,0x9210f697,??MDecimal@blink@@QEBA_NAEBV01@@Z
0x4d421319,0x4d421319,??NAwakeTimeDuration@mozilla@@QBE_NABV01@@Z
0x4268ec28,0x4268ec28,??NAwakeTimeStamp@mozilla@@QBE_NABV01@@Z
0x6e340b45,0x6e340b45,??NDecimal@blink@@QBE_NABV01@@Z
0xf082e21f,0xf082e21f,??NDecimal@blink@@QEBA_NAEBV01@@Z
0x8d114b44,0x8d114b44,??OAwakeTimeDuration@mozilla@@QBE_NABV01@@Z
0xb779ef9d,0xb779ef9d,??OAwakeTimeStamp@mozilla@@QBE_NABV01@@Z
0x1b8a4df2,0x1b8a4df2,??ODecimal@blink@@QBE_NABV01@@Z
0xd10cee67,0xd10cee67,??ODecimal@blink@@QEBA_NAEBV01@@Z
0xed0e6857,0xed0e6857,??PAwakeTimeDuration@mozilla@@QBE_NABV01@@Z
0xaa1c15b8,0xaa1c15b8,??PAwakeTimeStamp@mozilla@@QBE_NABV01@@Z
0xb262a954,0xb262a954,??PDecimal@blink@@QBE_NABV01@@Z
0x2c754996,0x2c754996,??PDecimal@blink@@QEBA_NAEBV01@@Z
0x55bbae8a,0x55bbae8a,??RFileHandleDeleter@detail@mozilla@@QAEXUFileHandleHelper@12@@Z
0x4c719588,0x4c719588,??RFileHandleDeleter@detail@mozilla@@QEAAXUFileHandleHelper@12@@Z
0x30679692,0x30679692,??RProfilerBacktraceDestructor@baseprofiler@mozilla@@QAEXPAVProfilerBacktrace@12@@Z
0xf5f8f101,0xf5f8f101,??RProfilerBacktraceDestructor@baseprofiler@mozilla@@QEAAXPEAVProfilerBacktrace@12@@Z
0x49c3f425,0x49c3f425,??XDecimal@blink@@QAEAAV01@ABV01@@Z
0x9a90849a,0x9a90849a,??XDecimal@blink@@QEAAAEAV01@AEBV01@@Z
0x96810623,0x96810623,??YAwakeTimeDuration@mozilla@@QAEXABV01@@Z
0xcc735390,0xcc735390,??YAwakeTimeStamp@mozilla@@QAEXABVAwakeTimeDuration@1@@Z
0xe283433b,0xe283433b,??YDecimal@blink@@QAEAAV01@ABV01@@Z
0xbd40777c,0xbd40777c,??YDecimal@blink@@QEAAAEAV01@AEBV01@@Z
0x9f3e9e9e,0x9f3e9e9e,??YTimeStampValue@mozilla@@QAEAAV01@_J@Z
0x2f960a46,0x2f960a46,??YTimeStampValue@mozilla@@QEAAAEAV01@_J@Z
0xe72147d6,0xe72147d6,??ZAwakeTimeDuration@mozilla@@QAEXABV01@@Z
0xcd1e2e4d,0xcd1e2e4d,??ZAwakeTimeStamp@mozilla@@QAEXABVAwakeTimeDuration@1@@Z
0x1b8387ae,0x1b8387ae,??ZDecimal@blink@@QAEAAV01@ABV01@@Z
0xd5316356,0xd5316356,??ZDecimal@blink@@QEAAAEAV01@AEBV01@@Z
0x84cc87f6,0x84cc87f6,??ZTimeStampValue@mozilla@@QAEAAV01@_J@Z
0x5e364bb3,0x5e364bb3,??ZTimeStampValue@mozilla@@QEAAAEAV01@_J@Z
0x6a6647e9,0x6a6647e9,??_0Decimal@blink@@QAEAAV01@ABV01@@Z
0xea83449f,0xea83449f,??_0Decimal@blink@@QEAAAEAV01@AEBV01@@Z
0x43ceee3e,0x43ceee3e,??_7SoundTouch@soundtouch@@6B@
